Location description: Anemona
ID: 22
Sensor: Noise
Datetime,dB
2015-07-29 17:06:10+01:00,65.8
2015-07-29 17:05:10+01:00,68.8
2015-07-29 17:04:10+01:00,68.7
2015-07-29 17:03:10+01:00,70.5
2015-07-29 17:02:10+01:00,70.1
2015-07-29 17:01:10+01:00,67.8
2015-07-29 17:00:10+01:00,66.5
2015-07-29 16:59:10+01:00,62.8
2015-07-29 16:58:10+01:00,64.1
2015-07-29 16:57:10+01:00,67.7
2015-07-29 16:56:10+01:00,64.5
2015-07-29 16:55:10+01:00,66.7
2015-07-29 16:54:10+01:00,68.0
2015-07-29 16:53:10+01:00,68.1
2015-07-29 16:52:10+01:00,67.6
2015-07-29 16:51:10+01:00,63.6
2015-07-29 16:50:10+01:00,65.7
2015-07-29 16:49:10+01:00,62.3
2015-07-29 16:48:10+01:00,67.6
2015-07-29 16:47:10+01:00,64.2
2015-07-29 16:46:10+01:00,68.8
2015-07-29 16:45:10+01:00,65.6
2015-07-29 16:44:10+01:00,68.7
2015-07-29 16:43:10+01:00,69.0
2015-07-29 16:42:10+01:00,69.7
2015-07-29 16:41:10+01:00,69.1
2015-07-29 16:40:10+01:00,66.4
2015-07-29 16:39:10+01:00,67.5
2015-07-29 16:38:10+01:00,68.3
2015-07-29 16:37:10+01:00,66.1
2015-07-29 16:30:36+01:00,69.3
2015-07-29 16:29:36+01:00,65.5
2015-07-29 16:28:36+01:00,66.9
2015-07-29 16:27:36+01:00,64.6
2015-07-29 16:26:36+01:00,65.2
2015-07-29 16:25:36+01:00,71.4
2015-07-29 16:24:36+01:00,71.6
2015-07-29 16:23:36+01:00,67.5
2015-07-29 16:22:36+01:00,72.2
2015-07-29 16:21:36+01:00,67.5
2015-07-29 16:20:36+01:00,65.9
2015-07-29 16:19:36+01:00,71.0
2015-07-29 16:18:36+01:00,64.8
2015-07-29 16:17:36+01:00,70.1
2015-07-29 16:16:36+01:00,65.5
2015-07-29 16:15:36+01:00,68.5
2015-07-29 16:14:36+01:00,69.4
2015-07-29 16:13:36+01:00,69.8
2015-07-29 16:12:36+01:00,69.0
2015-07-29 16:11:36+01:00,66.6
2015-07-29 16:10:36+01:00,69.6
2015-07-29 16:09:36+01:00,70.8
2015-07-29 16:08:36+01:00,64.1
2015-07-29 16:07:36+01:00,66.7
2015-07-29 16:06:36+01:00,69.7
2015-07-29 16:05:36+01:00,69.8
2015-07-29 16:04:36+01:00,68.9
2015-07-29 16:03:36+01:00,69.0
2015-07-29 16:02:36+01:00,67.4
2015-07-29 16:01:36+01:00,62.2
2015-07-29 16:00:36+01:00,68.5
2015-07-29 15:58:36+01:00,64.5
2015-07-29 15:57:36+01:00,66.2
2015-07-29 15:56:36+01:00,74.6
2015-07-29 15:55:36+01:00,67.5
2015-07-29 15:54:36+01:00,61.5
2015-07-29 15:53:36+01:00,67.3
2015-07-29 15:52:36+01:00,66.9
2015-07-29 15:51:36+01:00,69.3
2015-07-29 15:50:36+01:00,67.0
2015-07-29 15:49:36+01:00,69.6
2015-07-29 15:48:36+01:00,66.1
2015-07-29 15:47:36+01:00,67.8
2015-07-29 15:46:36+01:00,67.8
2015-07-29 15:45:36+01:00,75.8
2015-07-29 15:44:36+01:00,66.0
2015-07-29 15:43:36+01:00,64.8
2015-07-29 15:42:36+01:00,72.4
2015-07-29 15:40:36+01:00,65.7
2015-07-29 15:39:36+01:00,68.0
2015-07-29 15:38:36+01:00,64.8
2015-07-29 15:37:36+01:00,66.9
2015-07-29 15:36:36+01:00,67.8
2015-07-29 15:35:36+01:00,68.8
2015-07-29 15:34:36+01:00,70.3
2015-07-29 15:33:36+01:00,68.1
2015-07-29 15:32:36+01:00,67.0
2015-07-29 15:31:36+01:00,68.1
2015-07-29 15:30:36+01:00,65.6
2015-07-29 15:29:36+01:00,65.9
2015-07-29 15:28:36+01:00,64.0
2015-07-29 15:27:36+01:00,69.4
2015-07-29 15:26:36+01:00,62.9
2015-07-29 15:25:36+01:00,66.6
2015-07-29 15:24:36+01:00,63.1
2015-07-29 15:23:36+01:00,64.1
2015-07-29 15:22:36+01:00,67.3
2015-07-29 15:21:36+01:00,71.9
2015-07-29 15:19:36+01:00,65.1
2015-07-29 15:18:36+01:00,76.3
2015-07-29 15:17:36+01:00,72.3
2015-07-29 15:16:36+01:00,65.4
2015-07-29 15:14:36+01:00,67.9
2015-07-29 15:12:36+01:00,68.5
2015-07-29 15:11:36+01:00,71.0
2015-07-29 15:10:36+01:00,69.1
2015-07-29 15:09:36+01:00,62.7
2015-07-29 15:08:36+01:00,70.3
2015-07-29 15:07:36+01:00,70.0
2015-07-29 15:05:36+01:00,70.3
2015-07-29 15:04:36+01:00,68.3
2015-07-29 15:03:36+01:00,66.0
2015-07-29 15:02:36+01:00,71.0
2015-07-29 15:01:36+01:00,68.4
2015-07-29 15:00:36+01:00,61.2
2015-07-29 14:59:36+01:00,69.6
2015-07-29 14:58:36+01:00,68.1
2015-07-29 14:55:36+01:00,67.9
2015-07-29 14:54:36+01:00,63.2
2015-07-29 14:53:36+01:00,65.0
2015-07-29 14:52:36+01:00,70.3
2015-07-29 14:51:36+01:00,66.8
2015-07-29 14:50:36+01:00,73.7
2015-07-29 14:49:36+01:00,71.9
2015-07-29 14:48:36+01:00,67.0
2015-07-29 14:47:36+01:00,68.9
2015-07-29 14:46:36+01:00,67.0
2015-07-29 14:44:36+01:00,69.9
2015-07-29 14:43:36+01:00,64.8
2015-07-29 14:42:36+01:00,69.9
2015-07-29 14:41:36+01:00,66.7
2015-07-29 14:40:36+01:00,68.7
2015-07-29 14:39:36+01:00,67.2
2015-07-29 14:37:36+01:00,68.1
2015-07-29 14:36:36+01:00,71.9
2015-07-29 14:35:36+01:00,65.3
2015-07-29 14:34:36+01:00,65.3
2015-07-29 14:33:36+01:00,69.1
2015-07-29 14:32:36+01:00,66.6
2015-07-29 14:31:36+01:00,62.4
2015-07-29 14:30:36+01:00,70.2
2015-07-29 14:29:36+01:00,67.4
2015-07-29 14:28:36+01:00,64.7
2015-07-29 14:26:36+01:00,68.2
2015-07-29 14:25:36+01:00,63.7
2015-07-29 14:24:36+01:00,64.1
2015-07-29 14:23:36+01:00,68.9
2015-07-29 14:22:36+01:00,63.5
2015-07-29 14:21:36+01:00,68.4
2015-07-29 14:20:36+01:00,64.2
2015-07-29 14:19:36+01:00,65.9
2015-07-29 14:15:36+01:00,66.8
2015-07-29 14:14:36+01:00,65.0
2015-07-29 14:12:36+01:00,70.2
2015-07-29 14:11:36+01:00,62.2
2015-07-29 14:10:36+01:00,60.1
2015-07-29 14:09:36+01:00,69.0
2015-07-29 14:08:36+01:00,62.9
2015-07-29 14:07:36+01:00,64.2
2015-07-29 14:06:36+01:00,68.6
2015-07-29 14:05:36+01:00,66.1
2015-07-29 14:04:36+01:00,64.6
2015-07-29 14:03:36+01:00,64.8
2015-07-29 14:02:36+01:00,62.1
2015-07-29 14:01:36+01:00,65.3
2015-07-29 14:00:36+01:00,71.5
2015-07-29 13:59:36+01:00,63.4
2015-07-29 13:58:36+01:00,64.0
2015-07-29 13:57:36+01:00,68.9
2015-07-29 13:56:36+01:00,73.0
2015-07-29 13:54:36+01:00,63.1
2015-07-29 13:53:36+01:00,74.3
2015-07-29 13:52:36+01:00,72.0
2015-07-29 13:51:36+01:00,62.1
2015-07-29 13:50:36+01:00,68.2
2015-07-29 13:49:36+01:00,63.3
2015-07-29 13:47:36+01:00,63.3
2015-07-29 13:46:36+01:00,70.5
2015-07-29 13:45:36+01:00,68.2
2015-07-29 13:44:36+01:00,64.1
2015-07-29 13:43:36+01:00,72.4
2015-07-29 13:42:36+01:00,71.3
2015-07-29 13:41:36+01:00,64.1
2015-07-29 13:40:36+01:00,68.7
2015-07-29 13:39:36+01:00,70.4
2015-07-29 13:36:36+01:00,62.4
2015-07-29 13:35:36+01:00,67.4
2015-07-29 13:34:36+01:00,68.3
2015-07-29 13:33:36+01:00,65.0
2015-07-29 13:32:36+01:00,68.8
2015-07-29 13:31:36+01:00,66.9
2015-07-29 13:30:36+01:00,68.4
2015-07-29 13:29:36+01:00,70.4
2015-07-29 13:28:36+01:00,66.8
2015-07-29 13:27:36+01:00,67.0
2015-07-29 13:26:36+01:00,74.6
2015-07-29 13:24:36+01:00,61.9
2015-07-29 13:23:36+01:00,69.0
2015-07-29 13:22:36+01:00,68.1
2015-07-29 13:20:36+01:00,63.9
2015-07-29 13:19:36+01:00,70.0
2015-07-29 13:18:36+01:00,65.4
2015-07-29 13:17:36+01:00,64.6
2015-07-29 13:16:36+01:00,67.1
2015-07-29 13:15:36+01:00,67.6
2015-07-29 13:14:36+01:00,63.3
2015-07-29 13:13:36+01:00,68.2
2015-07-29 13:12:36+01:00,70.2
2015-07-29 13:11:36+01:00,67.8
2015-07-29 13:09:36+01:00,67.8
2015-07-29 13:08:36+01:00,63.4
2015-07-29 13:07:36+01:00,67.9
2015-07-29 13:06:36+01:00,66.0
2015-07-29 13:05:36+01:00,73.5
2015-07-29 13:03:36+01:00,69.3
2015-07-29 13:02:36+01:00,68.8
2015-07-29 13:01:36+01:00,69.3
2015-07-29 13:00:36+01:00,70.7
2015-07-29 12:59:36+01:00,63.7
2015-07-29 12:58:36+01:00,69.7
2015-07-29 12:56:36+01:00,67.9
2015-07-29 12:55:36+01:00,68.9
2015-07-29 12:54:36+01:00,71.2
2015-07-29 12:53:36+01:00,71.1
2015-07-29 12:52:36+01:00,66.0
2015-07-29 12:50:36+01:00,72.4
2015-07-29 12:49:36+01:00,66.9
2015-07-29 12:48:36+01:00,68.0
2015-07-29 12:47:36+01:00,67.1
2015-07-29 12:46:36+01:00,67.6
2015-07-29 12:45:36+01:00,65.9
2015-07-29 12:44:36+01:00,70.8
2015-07-29 12:43:36+01:00,64.1
2015-07-29 12:42:36+01:00,64.6
2015-07-29 12:41:36+01:00,70.2
2015-07-29 12:40:36+01:00,73.5
2015-07-29 12:39:36+01:00,65.4
2015-07-29 12:38:36+01:00,69.5
2015-07-29 12:37:36+01:00,72.2
2015-07-29 12:36:36+01:00,71.3
2015-07-29 12:35:36+01:00,64.7
2015-07-29 12:34:36+01:00,64.4
2015-07-29 12:33:36+01:00,69.5
2015-07-29 12:32:36+01:00,64.1
2015-07-29 12:31:36+01:00,65.2
2015-07-29 12:30:36+01:00,68.4
2015-07-29 12:29:36+01:00,67.7
2015-07-29 12:27:36+01:00,64.6
2015-07-29 12:26:36+01:00,68.3
2015-07-29 12:25:36+01:00,65.7
2015-07-29 12:24:36+01:00,65.7
2015-07-29 12:23:36+01:00,67.1
2015-07-29 12:22:36+01:00,73.9
2015-07-29 12:21:36+01:00,64.5
2015-07-29 12:20:36+01:00,68.3
2015-07-29 12:19:36+01:00,66.9
2015-07-29 12:18:36+01:00,69.8
2015-07-29 12:17:36+01:00,61.9
2015-07-29 12:15:36+01:00,65.9
2015-07-29 12:14:36+01:00,64.4
2015-07-29 12:13:36+01:00,62.8
2015-07-29 12:11:36+01:00,64.3
2015-07-29 12:10:36+01:00,65.7
2015-07-29 12:09:36+01:00,71.1
2015-07-29 12:08:36+01:00,66.7
2015-07-29 12:07:36+01:00,70.8
2015-07-29 12:06:36+01:00,65.2
2015-07-29 12:05:36+01:00,69.0
2015-07-29 12:04:36+01:00,65.8
2015-07-29 12:03:36+01:00,62.6
2015-07-29 12:02:36+01:00,69.8
2015-07-29 12:00:36+01:00,65.3
2015-07-29 11:59:36+01:00,66.2
2015-07-29 11:58:36+01:00,70.0
2015-07-29 11:57:36+01:00,64.5
2015-07-29 11:55:36+01:00,72.6
2015-07-29 11:54:36+01:00,70.1
2015-07-29 11:53:36+01:00,61.9
2015-07-29 11:52:36+01:00,67.2
2015-07-29 11:51:36+01:00,68.5
2015-07-29 11:50:36+01:00,66.9
2015-07-29 11:48:36+01:00,71.2
2015-07-29 11:47:36+01:00,68.1
2015-07-29 11:46:36+01:00,62.7
2015-07-29 11:45:36+01:00,71.6
2015-07-29 11:44:36+01:00,72.2
2015-07-29 11:43:36+01:00,66.1
2015-07-29 11:42:36+01:00,71.7
2015-07-29 11:41:36+01:00,66.1
2015-07-29 11:40:36+01:00,70.6
2015-07-29 11:39:36+01:00,63.5
2015-05-26 15:26:59+01:00,49.7
2015-05-26 15:25:59+01:00,48.6
2015-05-26 15:24:59+01:00,49.4
2015-05-26 15:23:59+01:00,49.6
2015-05-26 15:22:59+01:00,48.9
2015-05-26 15:21:59+01:00,50.1
2015-05-26 15:20:59+01:00,48.9
2015-05-26 15:19:59+01:00,50.7
2015-05-26 15:18:59+01:00,50.9
2015-05-26 15:16:59+01:00,50.3
2015-05-26 15:15:59+01:00,49.6
2015-05-26 15:14:59+01:00,53.1
2015-05-26 15:13:59+01:00,54.5
2015-05-26 15:12:59+01:00,50.2
2015-05-26 15:11:59+01:00,54.1
2015-05-26 15:10:59+01:00,52.8
2015-05-26 15:09:59+01:00,55.1
2015-05-26 15:08:59+01:00,51.6
2015-05-26 13:38:33+01:00,104.8
2015-05-26 13:37:33+01:00,104.7
2015-05-26 13:36:33+01:00,104.3
2015-05-26 13:35:33+01:00,104.7
2015-05-26 13:34:33+01:00,104.5
2015-05-26 13:33:33+01:00,104.3
2015-05-26 13:32:33+01:00,104.4
2015-05-26 13:31:33+01:00,104.6
2015-05-26 13:30:33+01:00,104.6
2015-05-26 13:29:33+01:00,104.5
2015-05-26 13:28:33+01:00,104.7
2015-05-26 13:27:33+01:00,104.6
2015-05-26 13:26:33+01:00,104.5
2015-05-26 13:25:33+01:00,104.3
2015-05-26 13:24:33+01:00,104.7
2015-05-26 13:22:33+01:00,104.9
2015-05-26 13:21:33+01:00,104.6
2015-05-26 13:20:33+01:00,104.4
2015-05-26 13:19:33+01:00,104.5
2015-05-26 13:18:33+01:00,104.7
2015-05-26 13:17:33+01:00,104.7
2015-05-26 13:16:33+01:00,104.4
2015-05-26 13:14:33+01:00,104.7
2015-05-26 13:13:33+01:00,104.6
2015-05-26 13:12:33+01:00,104.5
2015-05-26 13:11:33+01:00,104.8
2015-05-26 13:10:33+01:00,104.6
2015-05-26 13:09:33+01:00,104.5
2015-05-26 13:08:33+01:00,104.3
2015-05-26 13:07:33+01:00,104.5
2015-05-26 13:06:33+01:00,104.3
2015-05-26 13:05:33+01:00,104.7
2015-05-26 13:04:33+01:00,104.4
2015-05-26 13:03:33+01:00,104.5
2015-05-26 13:02:33+01:00,104.6
2015-05-26 13:01:33+01:00,104.6
2015-05-26 13:00:33+01:00,104.4
2015-05-26 12:59:33+01:00,104.8
2015-05-26 12:58:33+01:00,104.4
2015-05-26 12:57:33+01:00,104.4
2015-05-26 12:56:33+01:00,104.4
2015-05-26 12:55:33+01:00,104.5
2015-05-26 12:54:33+01:00,104.5
2015-05-26 12:53:33+01:00,104.4
2015-05-26 12:52:33+01:00,104.7
2015-05-26 12:51:33+01:00,104.6
2015-05-26 12:50:33+01:00,104.5
2015-05-26 12:49:33+01:00,104.4
2015-05-26 12:48:33+01:00,104.5
2015-05-26 12:47:33+01:00,104.7
2015-05-26 12:46:33+01:00,104.4
2015-05-26 12:45:33+01:00,104.7
2015-05-26 12:44:33+01:00,104.6
2015-05-26 12:43:33+01:00,104.8
2015-05-26 12:42:33+01:00,104.6
2015-05-26 12:41:33+01:00,104.5
2015-05-26 12:40:33+01:00,104.6
2015-05-26 12:39:33+01:00,104.7
2015-05-26 12:38:33+01:00,104.5
2015-05-26 12:37:33+01:00,104.6
2015-05-26 12:36:33+01:00,104.5
2015-05-26 12:35:33+01:00,104.4
2015-05-26 12:32:33+01:00,104.5
2015-05-26 12:31:33+01:00,104.5
2015-05-26 12:30:33+01:00,104.6
2015-05-26 12:29:33+01:00,104.4
2015-05-26 12:28:33+01:00,104.5
2015-05-26 12:27:33+01:00,104.5
2015-05-26 12:26:33+01:00,48.3
2015-05-26 12:25:33+01:00,48.9
2015-05-26 12:24:33+01:00,48.5
2015-05-26 12:23:33+01:00,47.9
2015-05-26 12:22:33+01:00,47.5
2015-05-26 12:21:33+01:00,47.9
2015-05-26 12:20:33+01:00,50.5
2015-05-26 12:19:33+01:00,49.5
2015-05-26 12:18:33+01:00,48.0
2015-05-26 12:17:33+01:00,47.3
2015-05-26 12:16:33+01:00,49.1
2015-05-26 12:15:33+01:00,48.8
2015-05-26 12:14:33+01:00,48.1
2015-05-26 12:13:33+01:00,48.0
2015-05-26 12:12:33+01:00,51.5
2015-05-26 12:11:33+01:00,50.2
2015-05-26 12:10:33+01:00,47.1
2015-05-26 12:09:33+01:00,50.0
2015-05-26 12:07:33+01:00,47.9
2015-05-26 12:06:33+01:00,48.9
2015-05-26 12:05:33+01:00,48.3
2015-05-26 12:04:33+01:00,48.9
2015-05-26 12:03:33+01:00,49.3
2015-05-26 12:02:33+01:00,48.3
2015-05-26 12:00:33+01:00,47.5
2015-05-26 11:59:33+01:00,50.1
2015-05-26 11:58:33+01:00,48.3
2015-05-26 11:57:33+01:00,49.0
2015-05-26 11:56:33+01:00,48.3
2015-05-26 11:55:33+01:00,49.3
2015-05-26 11:54:33+01:00,53.9
2015-05-26 11:53:33+01:00,49.1
2015-05-26 11:52:33+01:00,56.0
2015-05-26 11:51:33+01:00,51.3
2015-05-26 11:50:33+01:00,54.1
2015-05-26 11:49:33+01:00,48.2
2015-05-26 11:48:33+01:00,47.7
2015-05-26 11:47:33+01:00,49.9
2015-05-26 11:46:33+01:00,60.4
2015-05-26 11:45:33+01:00,51.9
2015-05-26 11:44:33+01:00,48.8
2015-05-26 11:43:33+01:00,50.1
2015-05-26 11:42:33+01:00,48.6
2015-05-26 11:39:33+01:00,52.3
2015-05-26 11:38:33+01:00,48.7
2015-05-26 11:36:33+01:00,48.7
2015-05-26 11:35:33+01:00,47.8
2015-05-26 11:34:33+01:00,49.8
2015-05-26 11:33:33+01:00,48.5
2015-05-26 11:32:33+01:00,52.3
2015-05-26 11:31:33+01:00,50.5
2015-05-26 11:30:33+01:00,53.7
2015-05-26 11:29:33+01:00,53.1
2015-05-26 11:28:33+01:00,49.5
2015-05-26 11:27:33+01:00,51.6
2015-05-26 11:26:33+01:00,52.8
2015-05-26 11:25:33+01:00,50.4
2015-05-26 11:24:33+01:00,53.9
2015-05-26 11:23:33+01:00,57.4
2015-05-26 11:22:33+01:00,53.2
2015-05-26 11:21:33+01:00,55.7
2015-05-26 11:20:33+01:00,48.7
2015-05-26 11:19:33+01:00,48.9
2015-05-26 11:17:33+01:00,49.6
2015-05-26 11:16:33+01:00,49.8
2015-05-26 11:14:33+01:00,49.0
2015-05-26 11:13:33+01:00,51.8
2015-05-26 11:12:33+01:00,49.5
2015-05-26 11:11:33+01:00,49.8
2015-05-26 11:10:33+01:00,50.1
2015-05-26 11:09:33+01:00,49.9
2015-05-26 11:08:33+01:00,54.6
2015-05-26 11:07:33+01:00,49.2
2015-05-26 11:06:33+01:00,53.7
2015-05-26 11:05:33+01:00,50.3
2015-05-26 11:04:33+01:00,56.9
2015-05-26 11:03:33+01:00,56.7
2015-05-26 11:02:33+01:00,49.5
2015-05-26 11:01:33+01:00,54.2
2015-05-26 11:00:33+01:00,52.7
2015-05-26 10:59:33+01:00,60.4
2015-05-26 10:58:33+01:00,48.9
2015-05-26 10:57:33+01:00,61.0
2015-05-26 10:56:33+01:00,48.2
2015-05-26 10:55:33+01:00,50.3
2015-05-26 10:54:33+01:00,48.6
2015-05-26 10:52:33+01:00,47.1
2015-05-26 10:51:33+01:00,48.8
2015-05-26 10:50:33+01:00,53.1
2015-05-26 10:49:33+01:00,50.2
2015-05-26 10:48:33+01:00,49.4
2015-05-26 10:47:33+01:00,49.4
2015-05-26 10:46:33+01:00,50.1
2015-05-26 10:44:33+01:00,47.7
2015-05-26 10:43:33+01:00,48.6
2015-05-26 10:42:33+01:00,48.9
2015-05-26 10:41:33+01:00,53.0
2015-05-26 10:40:33+01:00,48.3
2015-05-26 10:39:33+01:00,51.0
2015-05-26 10:38:33+01:00,49.4
2015-05-26 10:37:33+01:00,50.1
2015-05-26 10:36:33+01:00,47.8
2015-05-26 10:35:33+01:00,48.7
2015-05-26 10:34:33+01:00,52.8
2015-05-26 10:33:33+01:00,48.0
2015-05-26 10:32:33+01:00,48.2
2015-05-26 10:31:33+01:00,48.8
2015-05-26 10:30:33+01:00,58.4
2015-05-26 10:29:33+01:00,51.5
2015-05-26 10:28:33+01:00,50.1
2015-05-26 10:27:33+01:00,49.8
2015-05-26 10:26:33+01:00,49.8
2015-05-26 10:25:33+01:00,50.8
2015-05-26 10:24:33+01:00,48.5
2015-05-26 10:23:33+01:00,49.4
2015-05-26 10:22:33+01:00,48.3
2015-05-26 10:21:33+01:00,53.4
2015-05-26 10:20:33+01:00,47.4
2015-05-26 10:19:33+01:00,48.9
2015-05-26 10:18:33+01:00,63.7
2015-05-26 10:17:33+01:00,49.9
2015-05-26 10:16:33+01:00,48.6
2015-05-26 10:15:33+01:00,62.5
2015-05-26 10:14:33+01:00,48.9
2015-05-26 10:13:33+01:00,64.4
2015-05-26 10:12:33+01:00,47.7
2015-05-26 10:11:33+01:00,49.1
2015-05-26 10:10:33+01:00,49.0
2015-05-26 10:08:33+01:00,48.7
2015-05-26 10:07:33+01:00,47.9
2015-05-26 10:06:33+01:00,48.3
2015-05-26 10:05:33+01:00,48.5
2015-05-26 10:04:33+01:00,48.6
2015-05-26 10:03:33+01:00,53.0
2015-05-26 10:02:33+01:00,48.3
2015-05-26 10:01:33+01:00,46.8
2015-05-26 10:00:33+01:00,59.5
2015-05-26 09:59:33+01:00,55.0
2015-05-26 09:58:33+01:00,62.3
2015-05-26 09:57:33+01:00,53.6
2015-05-26 09:56:33+01:00,46.3
2015-05-26 09:55:33+01:00,55.8
2015-05-26 09:54:33+01:00,47.8
2015-05-26 09:53:33+01:00,50.8
2015-05-26 09:52:33+01:00,47.1
2015-05-26 09:51:33+01:00,47.0
2015-05-26 09:50:33+01:00,51.5
2015-05-26 09:49:33+01:00,51.0
2015-05-26 09:48:33+01:00,52.4
2015-05-26 09:47:33+01:00,48.8
2015-05-26 09:45:33+01:00,55.2
2015-05-26 09:44:33+01:00,48.4
2015-05-26 09:42:33+01:00,48.6
2015-05-26 09:41:33+01:00,48.9
2015-05-26 09:40:33+01:00,57.1
2015-05-26 09:39:33+01:00,47.8
2015-05-26 09:38:33+01:00,59.5
2015-05-26 09:37:33+01:00,47.3
2015-05-26 09:36:33+01:00,47.3
2015-05-26 09:35:33+01:00,47.5
2015-05-26 09:34:33+01:00,49.9
2015-05-26 09:32:33+01:00,48.1
2015-05-26 09:31:33+01:00,46.3
2015-05-26 09:30:33+01:00,54.3
2015-05-26 09:29:33+01:00,46.8
2015-05-26 09:28:33+01:00,50.6
2015-05-26 09:27:33+01:00,48.5
2015-05-26 09:26:33+01:00,50.0
2015-05-26 09:25:33+01:00,48.5
2015-05-26 09:24:33+01:00,51.1
2015-05-26 09:23:33+01:00,46.0
2015-05-26 09:22:33+01:00,47.3
2015-05-26 09:21:33+01:00,47.9
2015-05-26 09:20:33+01:00,47.8
2015-05-26 09:19:33+01:00,46.8
2015-05-26 09:18:33+01:00,48.7
2015-05-26 09:17:33+01:00,48.1
2015-05-26 09:16:33+01:00,47.2
2015-05-26 09:15:33+01:00,56.7
2015-05-26 09:14:33+01:00,47.4
2015-05-26 09:12:33+01:00,48.7
2015-05-26 09:11:33+01:00,47.4
2015-05-26 09:10:33+01:00,48.3
2015-05-26 09:09:33+01:00,63.7
2015-05-26 09:08:33+01:00,47.3
2015-05-26 09:07:33+01:00,52.6
2015-05-26 09:06:33+01:00,49.3
2015-05-26 09:05:33+01:00,65.9
2015-05-26 09:04:33+01:00,47.9
2015-05-26 09:03:33+01:00,48.7
2015-05-26 09:02:33+01:00,48.9
2015-05-26 09:01:33+01:00,46.3
2015-05-26 09:00:33+01:00,65.0
2015-05-26 08:59:33+01:00,47.6
2015-05-26 08:58:33+01:00,46.9
2015-05-26 08:57:33+01:00,53.9
2015-05-26 08:56:33+01:00,48.2
2015-05-26 08:55:33+01:00,48.1
2015-05-26 08:54:33+01:00,46.7
2015-05-26 08:53:33+01:00,47.1
2015-05-26 08:52:33+01:00,47.6
2015-05-26 08:51:33+01:00,47.7
2015-05-26 08:50:33+01:00,47.6
2015-05-26 08:49:33+01:00,48.6
2015-05-26 08:48:33+01:00,48.5
2015-05-26 08:47:33+01:00,52.2
2015-05-26 08:46:33+01:00,46.6
2015-05-26 08:45:33+01:00,55.9
2015-05-26 08:44:33+01:00,53.4
2015-05-26 08:43:33+01:00,49.7
2015-05-26 08:42:33+01:00,47.0
2015-05-26 08:41:33+01:00,46.6
2015-05-26 08:40:33+01:00,46.7
2015-05-26 08:39:33+01:00,47.6
2015-05-26 08:38:33+01:00,48.7
2015-05-26 08:36:33+01:00,47.2
2015-05-26 08:35:33+01:00,46.2
2015-05-26 08:34:33+01:00,47.6
2015-05-26 08:33:33+01:00,47.7
2015-05-26 08:32:33+01:00,46.9
2015-05-26 08:31:33+01:00,47.9
2015-05-26 08:30:33+01:00,46.5
2015-05-26 08:29:33+01:00,46.7
2015-05-26 08:28:33+01:00,47.0
2015-05-26 08:27:33+01:00,47.0
2015-05-26 08:26:33+01:00,46.6
2015-05-26 08:25:33+01:00,47.7
2015-05-26 08:24:33+01:00,46.9
2015-05-26 08:23:33+01:00,47.0
2015-05-26 08:22:33+01:00,48.2
2015-05-26 08:21:33+01:00,47.5
2015-05-26 08:20:33+01:00,54.0
2015-05-26 08:19:33+01:00,55.0
2015-05-26 08:18:33+01:00,47.7
2015-05-26 08:17:33+01:00,47.4
2015-05-26 08:16:33+01:00,52.8
2015-05-26 08:15:33+01:00,46.4
2015-05-26 08:13:33+01:00,61.1
2015-05-26 08:12:33+01:00,52.3
2015-05-26 08:11:33+01:00,58.1
2015-05-26 08:10:33+01:00,53.3
2015-05-26 08:08:33+01:00,47.4
2015-05-26 08:07:33+01:00,46.2
2015-05-26 08:06:33+01:00,47.3
2015-05-26 08:05:33+01:00,48.8
2015-05-26 08:04:33+01:00,62.6
2015-05-26 08:03:33+01:00,52.3
2015-05-26 08:02:33+01:00,45.8
2015-05-26 08:01:33+01:00,44.5
2015-05-26 08:00:33+01:00,45.7
2015-05-26 07:59:33+01:00,44.5
2015-05-26 07:57:33+01:00,45.0
2015-05-26 07:56:33+01:00,45.0
2015-05-26 07:55:33+01:00,45.1
2015-05-26 07:53:33+01:00,44.9
2015-05-26 07:52:33+01:00,44.1
2015-05-26 07:50:33+01:00,44.9
2015-05-26 07:49:33+01:00,44.6
2015-05-26 07:48:33+01:00,46.1
2015-05-26 07:47:33+01:00,51.1
2015-05-26 07:46:33+01:00,44.6
2015-05-26 07:45:33+01:00,45.3
2015-05-26 07:44:33+01:00,48.3
2015-05-26 07:43:33+01:00,44.3
2015-05-26 07:42:33+01:00,44.3
2015-05-26 07:41:33+01:00,44.5
2015-05-26 07:39:33+01:00,44.7
2015-05-26 07:38:33+01:00,44.6
2015-05-26 07:36:33+01:00,44.9
2015-05-26 07:35:33+01:00,44.6
2015-05-26 07:34:33+01:00,44.9
2015-05-26 07:32:33+01:00,44.5
2015-05-26 07:31:33+01:00,44.1
2015-05-26 07:30:33+01:00,44.8
2015-05-26 07:29:33+01:00,44.2
2015-05-26 07:28:33+01:00,44.2
2015-05-26 07:27:33+01:00,44.4
2015-05-26 07:26:33+01:00,44.1
2015-05-26 07:25:33+01:00,44.3
2015-05-26 07:24:33+01:00,44.5
2015-05-26 07:23:33+01:00,44.6
2015-05-26 07:22:33+01:00,44.0
2015-05-26 07:20:33+01:00,44.2
2015-05-26 07:19:33+01:00,44.4
2015-05-26 07:18:33+01:00,44.3
2015-05-26 07:17:33+01:00,44.6
2015-05-26 07:16:33+01:00,43.8
2015-05-26 07:13:33+01:00,44.8
