Location description: Anemona
ID: 22
Sensor: Noise
Datetime,dB
2015-05-26 07:12:33+01:00,44.9
2015-05-26 07:11:33+01:00,44.2
2015-05-26 07:10:33+01:00,44.6
2015-05-26 07:09:33+01:00,44.1
2015-05-26 07:08:33+01:00,44.7
2015-05-26 07:07:33+01:00,44.1
2015-05-26 07:06:33+01:00,44.6
2015-05-26 07:05:33+01:00,44.7
2015-05-26 07:04:33+01:00,44.2
2015-05-26 07:03:33+01:00,44.3
2015-05-26 07:02:33+01:00,44.8
2015-05-26 07:01:33+01:00,44.1
2015-05-26 07:00:33+01:00,43.9
2015-05-26 06:58:33+01:00,44.4
2015-05-26 06:57:33+01:00,44.2
2015-05-26 06:56:33+01:00,44.5
2015-05-26 06:55:33+01:00,44.3
2015-05-26 06:54:33+01:00,44.5
2015-05-26 06:53:33+01:00,44.4
2015-05-26 06:52:33+01:00,44.7
2015-05-26 06:51:33+01:00,44.9
2015-05-26 06:50:33+01:00,44.0
2015-05-26 06:49:33+01:00,44.5
2015-05-26 06:48:33+01:00,44.3
2015-05-26 06:47:33+01:00,44.2
2015-05-26 06:46:33+01:00,44.0
2015-05-26 06:45:33+01:00,44.4
2015-05-26 06:44:33+01:00,44.5
2015-05-26 06:43:33+01:00,44.3
2015-05-26 06:42:33+01:00,44.6
2015-05-26 06:40:33+01:00,44.5
2015-05-26 06:39:33+01:00,44.4
2015-05-26 06:38:33+01:00,44.0
2015-05-26 06:37:33+01:00,44.3
2015-05-26 06:36:33+01:00,44.1
2015-05-26 06:35:33+01:00,44.5
2015-05-26 06:34:33+01:00,44.3
2015-05-26 06:33:33+01:00,43.9
2015-05-26 06:32:33+01:00,44.7
2015-05-26 06:31:33+01:00,44.7
2015-05-26 06:30:33+01:00,44.8
2015-05-26 06:29:33+01:00,44.5
2015-05-26 06:28:33+01:00,44.1
2015-05-26 06:27:33+01:00,44.5
2015-05-26 06:26:33+01:00,44.2
2015-05-26 06:25:33+01:00,44.6
2015-05-26 06:24:33+01:00,44.3
2015-05-26 06:23:33+01:00,44.0
2015-05-26 06:22:33+01:00,44.3
2015-05-26 06:21:33+01:00,44.5
2015-05-26 06:20:33+01:00,44.1
2015-05-26 06:19:33+01:00,44.2
2015-05-26 06:17:33+01:00,44.3
2015-05-26 06:16:33+01:00,44.4
2015-05-26 06:15:33+01:00,44.5
2015-05-26 06:14:33+01:00,44.2
2015-05-26 06:13:33+01:00,43.6
2015-05-26 06:12:33+01:00,44.5
2015-05-26 06:11:33+01:00,44.2
2015-05-26 06:10:33+01:00,44.1
2015-05-26 06:09:33+01:00,43.9
2015-05-26 06:07:33+01:00,44.1
2015-05-26 06:06:33+01:00,44.1
2015-05-26 06:05:33+01:00,43.9
2015-05-26 06:04:33+01:00,44.0
2015-05-26 06:03:33+01:00,43.9
2015-05-26 06:02:33+01:00,44.2
2015-05-26 06:01:33+01:00,44.2
2015-05-26 06:00:33+01:00,44.6
2015-05-26 05:59:33+01:00,44.7
2015-05-26 05:58:33+01:00,44.3
2015-05-26 05:57:33+01:00,44.4
2015-05-26 05:56:33+01:00,44.3
2015-05-26 05:55:33+01:00,43.8
2015-05-26 05:54:33+01:00,44.5
2015-05-26 05:53:33+01:00,44.2
2015-05-26 05:52:33+01:00,44.1
2015-05-26 05:51:33+01:00,44.0
2015-05-26 05:50:33+01:00,44.1
2015-05-26 05:48:33+01:00,44.2
2015-05-26 05:47:33+01:00,44.2
2015-05-26 05:46:33+01:00,44.7
2015-05-26 05:45:33+01:00,44.0
2015-05-26 05:44:33+01:00,43.8
2015-05-26 05:43:33+01:00,44.2
2015-05-26 05:42:33+01:00,44.3
2015-05-26 05:41:33+01:00,44.4
2015-05-26 05:40:33+01:00,44.2
2015-05-26 05:39:33+01:00,44.5
2015-05-26 05:38:33+01:00,44.0
2015-05-26 05:37:33+01:00,43.6
2015-05-26 05:35:33+01:00,44.3
2015-05-26 05:34:33+01:00,44.0
2015-05-26 05:33:33+01:00,44.3
2015-05-26 05:32:33+01:00,44.0
2015-05-26 05:31:33+01:00,43.8
2015-05-26 05:29:33+01:00,44.1
2015-05-26 05:28:33+01:00,44.1
2015-05-26 05:27:33+01:00,44.0
2015-05-26 05:26:33+01:00,43.7
2015-05-26 05:25:33+01:00,44.2
2015-05-26 05:24:33+01:00,44.1
2015-05-26 05:23:33+01:00,44.4
2015-05-26 05:22:33+01:00,44.2
2015-05-26 05:21:33+01:00,44.2
2015-05-26 05:20:33+01:00,43.8
2015-05-26 05:19:33+01:00,43.9
2015-05-26 05:18:33+01:00,44.1
2015-05-26 05:17:33+01:00,43.9
2015-05-26 05:15:33+01:00,44.0
2015-05-26 05:14:33+01:00,44.1
2015-05-26 05:13:33+01:00,44.5
2015-05-26 05:12:33+01:00,44.5
2015-05-26 05:11:33+01:00,44.2
2015-05-26 05:08:33+01:00,44.4
2015-05-26 05:07:33+01:00,44.0
2015-05-26 05:06:33+01:00,44.2
2015-05-26 05:05:33+01:00,44.1
2015-05-26 05:04:33+01:00,44.5
2015-05-26 05:03:33+01:00,44.1
2015-05-26 05:02:33+01:00,44.1
2015-05-26 05:01:33+01:00,44.1
2015-05-26 05:00:33+01:00,44.5
2015-05-26 04:59:33+01:00,44.0
2015-05-26 04:58:33+01:00,44.1
2015-05-26 04:57:33+01:00,44.2
2015-05-26 04:56:33+01:00,44.3
2015-05-26 04:55:33+01:00,44.1
2015-05-26 04:54:33+01:00,44.1
2015-05-26 04:53:33+01:00,44.2
2015-05-26 04:52:33+01:00,44.9
2015-05-26 04:51:33+01:00,44.3
2015-05-26 04:50:33+01:00,44.0
2015-05-26 04:47:33+01:00,44.2
2015-05-26 04:46:33+01:00,44.3
2015-05-26 04:45:33+01:00,44.1
2015-05-26 04:44:33+01:00,44.1
2015-05-26 04:43:33+01:00,43.9
2015-05-26 04:42:33+01:00,44.3
2015-05-26 04:41:33+01:00,44.2
2015-05-26 04:40:33+01:00,44.1
2015-05-26 04:39:33+01:00,44.3
2015-05-26 04:38:33+01:00,44.5
2015-05-26 04:37:33+01:00,43.9
2015-05-26 04:36:33+01:00,44.1
2015-05-26 04:35:33+01:00,44.2
2015-05-26 04:34:33+01:00,44.1
2015-05-26 04:33:33+01:00,43.8
2015-05-26 04:32:33+01:00,44.4
2015-05-26 04:31:33+01:00,43.9
2015-05-26 04:30:33+01:00,44.2
2015-05-26 04:29:33+01:00,44.0
2015-05-26 04:27:33+01:00,44.2
2015-05-26 04:26:33+01:00,43.7
2015-05-26 04:25:33+01:00,43.8
2015-05-26 04:24:33+01:00,44.1
2015-05-26 04:23:33+01:00,44.0
2015-05-26 04:22:33+01:00,44.4
2015-05-26 04:21:33+01:00,44.0
2015-05-26 04:20:33+01:00,43.9
2015-05-26 04:19:33+01:00,44.0
2015-05-26 04:18:33+01:00,43.7
2015-05-26 04:17:33+01:00,44.3
2015-05-26 04:16:33+01:00,43.8
2015-05-26 04:14:33+01:00,44.2
2015-05-26 04:13:33+01:00,43.9
2015-05-26 04:12:33+01:00,44.1
2015-05-26 04:10:33+01:00,44.2
2015-05-26 04:09:33+01:00,44.3
2015-05-26 04:08:33+01:00,43.9
2015-05-26 04:07:33+01:00,44.3
2015-05-26 04:06:33+01:00,43.8
2015-05-26 04:04:33+01:00,44.4
2015-05-26 04:02:33+01:00,44.3
2015-05-26 04:01:33+01:00,44.1
2015-05-26 04:00:33+01:00,44.1
2015-05-26 03:59:33+01:00,44.3
2015-05-26 03:58:33+01:00,44.4
2015-05-26 03:57:33+01:00,43.8
2015-05-26 03:56:33+01:00,44.2
2015-05-26 03:55:33+01:00,44.3
2015-05-26 03:54:33+01:00,44.4
2015-05-26 03:53:33+01:00,44.2
2015-05-26 03:52:33+01:00,44.1
2015-05-26 03:51:33+01:00,44.2
2015-05-26 03:50:33+01:00,44.0
2015-05-26 03:49:33+01:00,43.9
2015-05-26 03:46:33+01:00,43.8
2015-05-26 03:45:33+01:00,44.4
2015-05-26 03:44:33+01:00,43.6
2015-05-26 03:43:33+01:00,44.1
2015-05-26 03:41:33+01:00,44.0
2015-05-26 03:40:33+01:00,43.8
2015-05-26 03:39:33+01:00,44.0
2015-05-26 03:38:33+01:00,44.1
2015-05-26 03:37:33+01:00,44.0
2015-05-26 03:36:33+01:00,44.2
2015-05-26 03:35:33+01:00,43.4
2015-05-26 03:34:33+01:00,43.9
2015-05-26 03:33:33+01:00,44.2
2015-05-26 03:32:33+01:00,43.9
2015-05-26 03:31:33+01:00,44.0
2015-05-26 03:30:33+01:00,44.5
2015-05-26 03:29:33+01:00,44.2
2015-05-26 03:28:33+01:00,43.9
2015-05-26 03:27:33+01:00,43.9
2015-05-26 03:26:33+01:00,43.8
2015-05-26 03:24:33+01:00,44.0
2015-05-26 03:23:33+01:00,44.3
2015-05-26 03:22:33+01:00,43.9
2015-05-26 03:21:33+01:00,44.2
2015-05-26 03:20:33+01:00,44.4
2015-05-26 03:19:33+01:00,44.5
2015-05-26 03:18:33+01:00,44.5
2015-05-26 03:17:33+01:00,44.2
2015-05-26 03:16:33+01:00,44.4
2015-05-26 03:14:33+01:00,44.0
2015-05-26 03:12:33+01:00,44.1
2015-05-26 03:11:33+01:00,44.1
2015-05-26 03:10:33+01:00,44.5
2015-05-26 03:09:33+01:00,44.3
2015-05-26 03:07:33+01:00,44.0
2015-05-26 03:06:33+01:00,44.0
2015-05-26 03:05:33+01:00,44.1
2015-05-26 03:04:33+01:00,44.5
2015-05-26 03:03:33+01:00,44.0
2015-05-26 03:02:33+01:00,43.9
2015-05-26 03:01:33+01:00,43.9
2015-05-26 03:00:33+01:00,43.9
2015-05-26 02:59:33+01:00,44.3
2015-05-26 02:58:33+01:00,43.9
2015-05-26 02:57:33+01:00,44.4
2015-05-26 02:55:33+01:00,44.3
2015-05-26 02:54:33+01:00,43.9
2015-05-26 02:53:33+01:00,44.1
2015-05-26 02:52:33+01:00,43.8
2015-05-26 02:51:33+01:00,43.8
2015-05-26 02:50:33+01:00,44.1
2015-05-26 02:49:33+01:00,43.9
2015-05-26 02:48:33+01:00,44.6
2015-05-26 02:47:33+01:00,44.1
2015-05-26 02:46:33+01:00,43.8
2015-05-26 02:45:33+01:00,44.4
2015-05-26 02:44:33+01:00,43.8
2015-05-26 02:43:33+01:00,44.2
2015-05-26 02:42:33+01:00,44.2
2015-05-26 02:41:33+01:00,44.3
2015-05-26 02:40:33+01:00,44.2
2015-05-26 02:39:33+01:00,44.3
2015-05-26 02:38:33+01:00,43.9
2015-05-26 02:37:33+01:00,44.1
2015-05-26 02:36:33+01:00,44.1
2015-05-26 02:35:33+01:00,43.7
2015-05-26 02:34:33+01:00,44.1
2015-05-26 02:33:33+01:00,44.1
2015-05-26 02:32:33+01:00,43.6
2015-05-26 02:30:33+01:00,44.1
2015-05-26 02:29:33+01:00,43.8
2015-05-26 02:28:33+01:00,44.5
2015-05-26 02:27:33+01:00,44.2
2015-05-26 02:26:33+01:00,44.5
2015-05-26 02:25:33+01:00,44.2
2015-05-26 02:24:33+01:00,44.5
2015-05-26 02:23:33+01:00,43.8
2015-05-26 02:22:33+01:00,44.4
2015-05-26 02:21:33+01:00,43.7
2015-05-26 02:20:33+01:00,43.8
2015-05-26 02:19:33+01:00,44.1
2015-05-26 02:18:33+01:00,44.1
2015-05-26 02:16:33+01:00,44.1
2015-05-26 02:15:33+01:00,43.8
2015-05-26 02:14:33+01:00,44.0
2015-05-26 02:13:33+01:00,44.1
2015-05-26 02:12:33+01:00,44.2
2015-05-26 02:11:33+01:00,44.0
2015-05-26 02:10:33+01:00,44.1
2015-05-26 02:09:33+01:00,43.8
2015-05-26 02:08:33+01:00,44.2
2015-05-26 02:07:33+01:00,44.0
2015-05-26 02:06:33+01:00,43.9
2015-05-26 02:05:33+01:00,44.0
2015-05-26 02:04:33+01:00,43.7
2015-05-26 02:02:33+01:00,44.8
2015-05-26 02:01:33+01:00,44.1
2015-05-26 02:00:33+01:00,44.4
2015-05-26 01:59:33+01:00,44.2
2015-05-26 01:58:33+01:00,44.1
2015-05-26 01:55:33+01:00,44.0
2015-05-26 01:54:33+01:00,43.9
2015-05-26 01:53:33+01:00,44.1
2015-05-26 01:51:33+01:00,44.1
2015-05-26 01:50:33+01:00,44.0
2015-05-26 01:49:33+01:00,43.6
2015-05-26 01:48:33+01:00,44.1
2015-05-26 01:47:33+01:00,43.9
2015-05-26 01:46:33+01:00,44.1
2015-05-26 01:45:33+01:00,43.9
2015-05-26 01:44:33+01:00,44.6
2015-05-26 01:42:33+01:00,43.8
2015-05-26 01:41:33+01:00,44.3
2015-05-26 01:40:33+01:00,44.1
2015-05-26 01:39:33+01:00,43.9
2015-05-26 01:38:33+01:00,44.1
2015-05-26 01:37:33+01:00,44.0
2015-05-26 01:36:33+01:00,43.7
2015-05-26 01:35:33+01:00,44.5
2015-05-26 01:34:33+01:00,43.6
2015-05-26 01:33:33+01:00,43.9
2015-05-26 01:32:33+01:00,44.4
2015-05-26 01:31:33+01:00,44.0
2015-05-26 01:30:33+01:00,44.3
2015-05-26 01:28:33+01:00,44.0
2015-05-26 01:27:33+01:00,44.1
2015-05-26 01:26:33+01:00,44.3
2015-05-26 01:25:33+01:00,44.1
2015-05-26 01:23:33+01:00,44.2
2015-05-26 01:22:33+01:00,44.4
2015-05-26 01:21:33+01:00,44.3
2015-05-26 01:19:33+01:00,44.7
2015-05-26 01:18:33+01:00,44.1
2015-05-26 01:17:33+01:00,44.3
2015-05-26 01:16:33+01:00,44.6
2015-05-26 01:15:33+01:00,44.3
2015-05-26 01:14:33+01:00,44.3
2015-05-26 01:13:33+01:00,43.9
2015-05-26 01:12:33+01:00,44.3
2015-05-26 01:11:33+01:00,44.3
2015-05-26 01:10:33+01:00,44.3
2015-05-26 01:09:33+01:00,44.1
2015-05-26 01:08:33+01:00,43.9
2015-05-26 01:07:33+01:00,43.9
2015-05-26 01:06:33+01:00,44.2
2015-05-26 01:05:33+01:00,44.2
2015-05-26 01:04:33+01:00,44.2
2015-05-26 01:03:33+01:00,44.0
2015-05-26 01:02:33+01:00,43.9
2015-05-26 01:01:33+01:00,44.1
2015-05-26 01:00:33+01:00,44.1
2015-05-26 00:59:33+01:00,44.1
2015-05-26 00:58:33+01:00,44.1
2015-05-26 00:57:33+01:00,44.1
2015-05-26 00:56:33+01:00,44.1
2015-05-26 00:55:33+01:00,44.3
2015-05-26 00:54:33+01:00,44.4
2015-05-26 00:53:33+01:00,44.4
2015-05-26 00:52:33+01:00,44.2
2015-05-26 00:51:33+01:00,43.9
2015-05-26 00:50:33+01:00,43.9
2015-05-26 00:49:33+01:00,44.0
2015-05-26 00:48:33+01:00,43.9
2015-05-26 00:47:33+01:00,43.6
2015-05-26 00:46:33+01:00,44.2
2015-05-26 00:45:33+01:00,43.9
2015-05-26 00:44:33+01:00,44.0
2015-05-26 00:43:33+01:00,44.2
2015-05-26 00:42:33+01:00,43.8
2015-05-26 00:41:33+01:00,43.8
2015-05-26 00:40:33+01:00,44.1
2015-05-26 00:39:33+01:00,44.7
2015-05-26 00:38:33+01:00,44.4
2015-05-26 00:37:33+01:00,44.6
2015-05-26 00:36:33+01:00,44.3
2015-05-26 00:34:33+01:00,44.4
2015-05-26 00:32:33+01:00,43.9
2015-05-26 00:31:33+01:00,44.2
2015-05-26 00:30:33+01:00,44.4
2015-05-26 00:29:33+01:00,43.6
2015-05-26 00:27:33+01:00,43.8
2015-05-26 00:26:33+01:00,44.4
2015-05-26 00:25:33+01:00,44.2
2015-05-26 00:24:33+01:00,44.1
2015-05-26 00:22:33+01:00,44.3
2015-05-26 00:20:33+01:00,44.5
2015-05-26 00:19:33+01:00,44.7
2015-05-26 00:18:33+01:00,44.4
2015-05-26 00:17:33+01:00,44.4
2015-05-26 00:16:33+01:00,44.4
2015-05-26 00:15:33+01:00,44.1
2015-05-26 00:14:33+01:00,44.1
2015-05-26 00:13:33+01:00,44.6
2015-05-26 00:12:33+01:00,44.8
2015-05-26 00:11:33+01:00,44.2
2015-05-26 00:10:33+01:00,44.4
2015-05-26 00:09:33+01:00,44.1
2015-05-26 00:08:33+01:00,44.2
2015-05-26 00:07:33+01:00,44.3
2015-05-26 00:06:33+01:00,43.9
2015-05-26 00:04:33+01:00,44.6
2015-05-26 00:03:33+01:00,44.1
2015-05-26 00:02:33+01:00,44.3
2015-05-26 00:01:33+01:00,44.2
2015-05-26 00:00:33+01:00,44.6
2015-05-25 23:59:33+01:00,44.4
2015-05-25 23:58:33+01:00,44.0
2015-05-25 23:56:33+01:00,43.8
2015-05-25 23:55:33+01:00,44.5
2015-05-25 23:54:33+01:00,44.2
2015-05-25 23:53:33+01:00,44.4
2015-05-25 23:52:33+01:00,44.1
2015-05-25 23:51:33+01:00,44.8
2015-05-25 23:50:33+01:00,44.0
2015-05-25 23:49:33+01:00,44.6
2015-05-25 23:48:33+01:00,43.9
2015-05-25 23:47:33+01:00,43.9
2015-05-25 23:46:33+01:00,44.3
2015-05-25 23:45:33+01:00,44.5
2015-05-25 23:44:33+01:00,44.6
2015-05-25 23:43:33+01:00,45.1
2015-05-25 23:42:33+01:00,44.3
2015-05-25 23:41:33+01:00,43.8
2015-05-25 23:40:33+01:00,44.4
2015-05-25 23:37:33+01:00,44.5
2015-05-25 23:36:33+01:00,44.3
2015-05-25 23:35:33+01:00,44.2
2015-05-25 23:34:33+01:00,44.4
2015-05-25 23:33:33+01:00,44.3
2015-05-25 23:32:33+01:00,44.6
2015-05-25 23:31:33+01:00,44.2
2015-05-25 23:30:33+01:00,45.1
2015-05-25 23:29:33+01:00,57.4
2015-05-25 23:28:33+01:00,59.8
2015-05-25 23:27:33+01:00,61.1
2015-05-25 23:25:33+01:00,59.4
2015-05-25 23:24:33+01:00,58.7
2015-05-25 23:23:33+01:00,49.4
2015-05-25 23:22:33+01:00,47.5
2015-05-25 23:20:33+01:00,64.4
2015-05-25 23:19:33+01:00,67.6
2015-05-25 23:18:33+01:00,69.2
2015-05-25 23:17:33+01:00,67.4
2015-05-25 23:16:33+01:00,65.7
2015-05-25 23:15:33+01:00,68.4
2015-05-25 23:14:33+01:00,66.2
2015-05-25 23:13:33+01:00,65.4
2015-05-25 23:12:33+01:00,65.5
2015-05-25 23:11:33+01:00,67.0
2015-05-25 23:10:33+01:00,66.7
2015-05-25 23:09:33+01:00,65.1
2015-05-25 23:08:33+01:00,66.1
2015-05-25 23:07:33+01:00,67.7
2015-05-25 23:06:33+01:00,69.2
2015-05-25 23:05:33+01:00,72.3
2015-05-25 23:04:33+01:00,67.9
2015-05-25 23:03:33+01:00,66.4
2015-05-25 23:02:33+01:00,68.5
2015-05-25 23:01:33+01:00,69.3
2015-05-25 23:00:33+01:00,69.2
2015-05-25 22:59:33+01:00,71.4
2015-05-25 22:58:33+01:00,68.8
2015-05-25 22:57:33+01:00,76.3
2015-05-25 22:55:33+01:00,78.3
2015-05-25 22:54:33+01:00,77.3
2015-05-25 22:53:33+01:00,77.4
2015-05-25 22:52:33+01:00,75.3
2015-05-25 22:51:33+01:00,77.5
2015-05-25 22:50:33+01:00,72.9
2015-05-25 22:49:33+01:00,74.3
2015-05-25 22:48:33+01:00,68.9
2015-05-25 22:47:33+01:00,74.8
2015-05-25 22:46:33+01:00,78.2
2015-05-25 22:45:33+01:00,79.3
2015-05-25 22:44:33+01:00,75.7
2015-05-25 22:43:33+01:00,76.9
2015-05-25 22:42:33+01:00,75.0
2015-05-25 22:41:33+01:00,76.6
2015-05-25 22:40:33+01:00,77.0
2015-05-25 22:39:33+01:00,79.7
2015-05-25 22:37:33+01:00,81.9
2015-05-25 22:36:33+01:00,84.6
2015-05-25 22:33:33+01:00,84.6
2015-05-25 22:32:33+01:00,88.2
2015-05-25 22:31:33+01:00,94.8
2015-05-25 22:30:33+01:00,97.1
2015-05-25 22:29:33+01:00,93.8
2015-05-25 22:28:33+01:00,100.2
2015-05-25 22:27:33+01:00,99.3
2015-05-25 22:25:33+01:00,93.7
2015-05-25 22:24:33+01:00,97.8
2015-05-25 22:23:33+01:00,95.0
2015-05-25 22:22:33+01:00,96.6
2015-05-25 22:21:33+01:00,98.1
2015-05-25 22:20:33+01:00,97.3
2015-05-25 22:19:33+01:00,98.2
2015-05-25 22:18:33+01:00,99.3
2015-05-25 22:17:33+01:00,99.6
2015-05-25 22:15:33+01:00,100.7
2015-05-25 22:13:33+01:00,98.3
2015-05-25 22:12:33+01:00,96.7
2015-05-25 22:11:33+01:00,104.1
2015-05-25 22:10:33+01:00,105.4
2015-05-25 22:09:33+01:00,103.2
2015-05-25 22:08:33+01:00,105.4
2015-05-25 22:07:33+01:00,104.0
2015-05-25 22:06:33+01:00,102.5
2015-05-25 22:05:33+01:00,103.4
2015-05-25 22:03:33+01:00,104.1
2015-05-25 22:02:33+01:00,106.3
2015-05-25 22:01:33+01:00,106.3
2015-05-25 21:59:33+01:00,106.2
2015-05-25 21:58:33+01:00,106.2
2015-05-25 21:57:33+01:00,106.2
2015-05-25 21:56:33+01:00,107.0
2015-05-25 21:55:33+01:00,107.1
2015-05-25 21:53:33+01:00,104.2
2015-05-25 21:52:33+01:00,106.5
2015-05-25 21:51:33+01:00,106.6
2015-05-25 21:50:33+01:00,106.8
2015-05-25 21:49:33+01:00,107.0
2015-05-25 21:48:33+01:00,107.1
2015-05-25 21:46:33+01:00,106.9
2015-05-25 21:45:33+01:00,107.3
2015-05-25 21:44:33+01:00,107.3
2015-05-25 21:43:33+01:00,107.6
2015-05-25 21:42:33+01:00,107.6
2015-05-25 21:41:33+01:00,107.5
2015-05-25 21:40:33+01:00,107.7
2015-05-25 21:39:33+01:00,107.4
2015-05-25 21:38:33+01:00,107.6
2015-05-25 21:37:33+01:00,107.7
2015-05-25 21:36:33+01:00,107.3
2015-05-25 21:34:33+01:00,107.3
2015-05-25 21:33:33+01:00,107.7
2015-05-25 21:32:33+01:00,107.7
2015-05-25 21:31:33+01:00,107.9
2015-05-25 21:29:33+01:00,107.4
2015-05-25 21:28:33+01:00,107.7
2015-05-25 21:26:33+01:00,107.8
2015-05-25 21:25:33+01:00,107.7
2015-05-25 21:24:33+01:00,107.7
2015-05-25 21:23:33+01:00,107.6
2015-05-25 21:22:33+01:00,107.7
2015-05-25 21:19:33+01:00,107.9
2015-05-25 21:17:33+01:00,107.3
2015-05-25 21:16:33+01:00,107.6
2015-05-25 21:15:33+01:00,107.3
2015-05-25 21:13:33+01:00,107.7
2015-05-25 21:12:33+01:00,107.3
2015-05-25 21:11:33+01:00,107.6
2015-05-25 21:10:33+01:00,107.6
2015-05-25 21:09:33+01:00,107.9
2015-05-25 21:08:33+01:00,107.6
2015-05-25 21:07:33+01:00,107.8
2015-05-25 21:06:33+01:00,107.8
2015-05-25 21:05:33+01:00,107.3
2015-05-25 21:04:33+01:00,107.5
2015-05-25 21:03:33+01:00,107.5
2015-05-25 21:02:33+01:00,107.4
2015-05-25 21:01:33+01:00,107.4
2015-05-25 21:00:33+01:00,107.3
2015-05-25 20:59:33+01:00,107.8
2015-05-25 20:58:33+01:00,107.9
2015-05-25 20:57:33+01:00,107.7
2015-05-25 20:56:33+01:00,107.5
2015-05-25 20:55:33+01:00,107.4
2015-05-25 20:54:33+01:00,107.7
2015-05-25 20:53:33+01:00,108.1
2015-05-25 20:51:33+01:00,107.9
2015-05-25 20:50:33+01:00,107.7
2015-05-25 20:49:33+01:00,107.7
2015-05-25 20:44:33+01:00,107.6
2015-05-25 20:43:33+01:00,107.5
2015-05-25 20:42:33+01:00,107.3
2015-05-25 20:40:33+01:00,107.5
2015-05-25 20:39:33+01:00,107.7
2015-05-25 20:37:33+01:00,108.0
2015-05-25 20:36:33+01:00,107.7
2015-05-25 20:34:33+01:00,107.9
2015-05-25 20:33:33+01:00,107.4
2015-05-25 20:32:33+01:00,107.9
2015-05-25 20:31:33+01:00,107.6
2015-05-25 20:30:33+01:00,107.2
2015-05-25 20:29:33+01:00,107.4
2015-05-25 20:28:33+01:00,107.5
2015-05-25 20:27:33+01:00,107.4
2015-05-25 20:26:33+01:00,107.3
2015-05-25 20:25:33+01:00,107.5
2015-05-25 20:24:33+01:00,107.7
2015-05-25 20:23:33+01:00,107.5
2015-05-25 20:22:33+01:00,107.6
2015-05-25 20:21:33+01:00,107.7
2015-05-25 20:19:33+01:00,107.4
2015-05-25 20:18:33+01:00,107.8
2015-05-25 20:16:33+01:00,107.8
2015-05-25 20:15:33+01:00,107.4
2015-05-25 20:14:33+01:00,107.6
2015-05-25 20:13:33+01:00,107.6
2015-05-25 20:12:33+01:00,107.6
2015-05-25 20:11:33+01:00,107.5
2015-05-25 20:10:33+01:00,107.6
2015-05-25 20:09:33+01:00,107.8
2015-05-25 20:08:33+01:00,107.6
2015-05-25 20:07:33+01:00,107.6
2015-05-25 20:06:33+01:00,107.2
2015-05-25 20:05:33+01:00,107.2
2015-05-25 20:04:33+01:00,107.3
2015-05-25 20:03:33+01:00,107.8
2015-05-25 20:02:33+01:00,107.6
2015-05-25 20:01:33+01:00,107.8
2015-05-25 20:00:33+01:00,107.4
2015-05-25 19:59:33+01:00,107.5
2015-05-25 19:58:33+01:00,107.4
2015-05-25 19:57:33+01:00,107.2
2015-05-25 19:56:33+01:00,107.3
2015-05-25 19:54:33+01:00,107.4
2015-05-25 19:53:33+01:00,107.5
2015-05-25 19:52:33+01:00,107.6
2015-05-25 19:51:33+01:00,107.4
2015-05-25 19:50:33+01:00,107.6
2015-05-25 19:49:33+01:00,107.6
2015-05-25 19:48:33+01:00,107.3
2015-05-25 19:47:33+01:00,107.5
2015-05-25 19:46:33+01:00,107.2
2015-05-25 19:45:33+01:00,107.1
2015-05-25 19:44:33+01:00,107.3
2015-05-25 19:43:33+01:00,107.4
2015-05-25 19:42:33+01:00,107.4
2015-05-25 19:41:33+01:00,107.4
2015-05-25 19:40:33+01:00,107.5
2015-05-25 19:39:33+01:00,107.7
2015-05-25 19:38:33+01:00,107.6
2015-05-25 19:37:33+01:00,107.4
2015-05-25 19:36:33+01:00,107.2
2015-05-25 19:35:33+01:00,107.2
2015-05-25 19:34:33+01:00,107.5
2015-05-25 19:33:33+01:00,107.1
2015-05-25 19:32:33+01:00,107.8
2015-05-25 19:31:33+01:00,107.6
2015-05-25 19:30:33+01:00,107.9
2015-05-25 19:29:33+01:00,107.6
2015-05-25 19:28:33+01:00,107.3
2015-05-25 19:27:33+01:00,107.5
2015-05-25 19:26:33+01:00,107.2
2015-05-25 19:25:33+01:00,107.2
2015-05-25 19:23:33+01:00,107.7
2015-05-25 19:22:33+01:00,107.4
2015-05-25 19:21:33+01:00,107.1
2015-05-25 19:20:33+01:00,107.5
2015-05-25 19:19:33+01:00,107.2
2015-05-25 19:18:33+01:00,107.0
2015-05-25 19:17:33+01:00,106.5
2015-05-25 19:16:33+01:00,105.8
2015-05-25 19:15:33+01:00,105.5
2015-05-25 19:14:33+01:00,105.6
2015-05-25 19:13:33+01:00,105.1
2015-05-25 19:12:33+01:00,105.4
2015-05-25 19:10:33+01:00,105.1
2015-05-25 19:09:33+01:00,105.0
2015-05-25 19:08:33+01:00,105.2
2015-05-25 19:07:33+01:00,105.2
2015-05-25 19:06:33+01:00,105.5
2015-05-25 19:05:33+01:00,105.4
2015-05-25 19:04:33+01:00,105.2
2015-05-25 19:03:33+01:00,106.1
2015-05-25 19:02:33+01:00,106.6
2015-05-25 19:01:33+01:00,106.7
2015-05-25 19:00:33+01:00,106.8
2015-05-25 18:59:33+01:00,106.7
2015-05-25 18:58:33+01:00,107.0
2015-05-25 18:57:33+01:00,107.1
2015-05-25 18:56:33+01:00,107.6
2015-05-25 18:55:33+01:00,107.1
2015-05-25 18:54:33+01:00,107.7
2015-05-25 18:53:33+01:00,107.6
2015-05-25 18:52:33+01:00,107.5
2015-05-25 18:51:33+01:00,107.4
